YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,ORIGIN_AIRPORT_ID,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST_CITY_NAME,CRS_DEP_TIME,CRS_ARR_TIME,ARR_DELAY_NEW,ARR_DEL15,CANCELLED,DISTANCE
2015,1,21,3,DL,14100,"Philadelphia, PA",10397,"Atlanta, GA",1130,1351,0,0,0,666
2015,1,21,3,DL,10397,"Atlanta, GA",10821,"Baltimore, MD",1110,1300,0,0,0,577
2015,1,21,3,DL,10821,"Baltimore, MD",10397,"Atlanta, GA",1345,1551,0,0,0,577
2015,1,21,3,DL,13487,"Minneapolis, MN",12953,"New York, NY",1010,1348,0,0,0,1020
2015,1,21,3,DL,14100,"Philadelphia, PA",13487,"Minneapolis, MN",815,1026,0,0,0,980
2015,1,21,3,DL,11697,"Fort Lauderdale, FL",12953,"New York, NY",700,951,0,0,0,1076
2015,1,21,3,DL,11433,"Detroit, MI",14635,"Fort Myers, FL",1745,2045,20,1,0,1084
2015,1,21,3,DL,10397,"Atlanta, GA",10721,"Boston, MA",1359,1630,0,0,0,946
2015,1,21,3,DL,10721,"Boston, MA",10397,"Atlanta, GA",710,1026,0,0,0,946
2015,1,21,3,DL,11193,"Cincinnati, OH",15304,"Tampa, FL",933,1153,0,0,0,773
2015,1,21,3,DL,15304,"Tampa, FL",11193,"Cincinnati, OH",1300,1508,0,0,0,773
2015,1,21,3,DL,11193,"Cincinnati, OH",13204,"Orlando, FL",1355,1607,0,0,0,757
2015,1,21,3,DL,10397,"Atlanta, GA",15249,"Tallahassee, FL",2205,2312,0,0,0,223
2015,1,21,3,DL,13487,"Minneapolis, MN",14771,"San Francisco, CA",1745,2009,0,0,0,1589
2015,1,21,3,DL,12892,"Los Angeles, CA",11433,"Detroit, MI",705,1437,0,0,0,1979
2015,1,21,3,DL,10397,"Atlanta, GA",14869,"Salt Lake City, UT",1205,1422,0,0,0,1590
2015,1,21,3,DL,11697,"Fort Lauderdale, FL",12478,"New York, NY",1320,1616,0,0,0,1069
2015,1,21,3,DL,13204,"Orlando, FL",13487,"Minneapolis, MN",1619,1855,0,0,0,1310
2015,1,21,3,DL,11292,"Denver, CO",11433,"Detroit, MI",1143,1626,31,1,0,1123
2015,1,21,3,DL,11433,"Detroit, MI",11292,"Denver, CO",840,1008,11,0,0,1123
2015,1,21,3,DL,10397,"Atlanta, GA",11433,"Detroit, MI",1856,2058,0,0,0,594
2015,1,21,3,DL,11697,"Fort Lauderdale, FL",12953,"New York, NY",1915,2207,0,0,0,1076
2015,1,21,3,DL,10397,"Atlanta, GA",10257,"Albany, NY",1922,2137,0,0,0,853
2015,1,21,3,DL,11292,"Denver, CO",10397,"Atlanta, GA",610,1116,0,0,0,1199
2015,1,21,3,DL,10397,"Atlanta, GA",11996,"Greer, SC",2250,2343,0,0,0,153
2015,1,21,3,DL,13204,"Orlando, FL",10397,"Atlanta, GA",620,753,0,0,0,404
2015,1,21,3,DL,11433,"Detroit, MI",14027,"West Palm Beach/Palm Beach, FL",850,1207,34,1,0,1086
2015,1,21,3,DL,14027,"West Palm Beach/Palm Beach, FL",11433,"Detroit, MI",1330,1631,0,0,0,1086
2015,1,21,3,DL,11193,"Cincinnati, OH",10397,"Atlanta, GA",600,749,0,0,0,373
2015,1,21,3,DL,10397,"Atlanta, GA",11267,"Dayton, OH",1211,1345,4,0,0,432
2015,1,21,3,DL,11267,"Dayton, OH",10397,"Atlanta, GA",1425,1617,0,0,0,432
2015,1,21,3,DL,10397,"Atlanta, GA",14730,"Louisville, KY",810,929,0,0,0,321
2015,1,21,3,DL,14730,"Louisville, KY",10397,"Atlanta, GA",1005,1135,0,0,0,321
2015,1,21,3,DL,10721,"Boston, MA",11433,"Detroit, MI",1638,1904,0,0,0,632
2015,1,21,3,DL,14869,"Salt Lake City, UT",10397,"Atlanta, GA",830,1416,0,0,0,1590
2015,1,21,3,DL,10397,"Atlanta, GA",10821,"Baltimore, MD",1630,1819,0,0,0,577
2015,1,21,3,DL,10821,"Baltimore, MD",10397,"Atlanta, GA",1900,2106,0,0,0,577
2015,1,21,3,DL,13204,"Orlando, FL",12953,"New York, NY",810,1044,0,0,0,950
2015,1,21,3,DL,10397,"Atlanta, GA",11697,"Fort Lauderdale, FL",1623,1814,0,0,0,581
2015,1,21,3,DL,11697,"Fort Lauderdale, FL",10397,"Atlanta, GA",1905,2105,0,0,0,581
2015,1,21,3,DL,10397,"Atlanta, GA",13487,"Minneapolis, MN",1635,1822,2,0,0,907
2015,1,21,3,DL,11996,"Greer, SC",10397,"Atlanta, GA",830,936,0,0,0,153
2015,1,21,3,DL,12889,"Las Vegas, NV",13487,"Minneapolis, MN",919,1430,6,0,0,1299
2015,1,21,3,DL,13487,"Minneapolis, MN",11697,"Fort Lauderdale, FL",735,1218,3,0,0,1487
2015,1,21,3,DL,10397,"Atlanta, GA",11423,"Des Moines, IA",1500,1613,0,0,0,743
2015,1,21,3,DL,11423,"Des Moines, IA",10397,"Atlanta, GA",1652,1954,0,0,0,743
2015,1,21,3,DL,11697,"Fort Lauderdale, FL",13487,"Minneapolis, MN",1315,1614,0,0,0,1487
2015,1,21,3,DL,10397,"Atlanta, GA",12339,"Indianapolis, IN",1340,1513,0,0,0,432
2015,1,21,3,DL,10397,"Atlanta, GA",12339,"Indianapolis, IN",1914,2050,0,0,0,432
2015,1,21,3,DL,10821,"Baltimore, MD",11433,"Detroit, MI",1300,1440,17,1,0,409
2015,1,21,3,DL,11433,"Detroit, MI",10821,"Baltimore, MD",1025,1208,21,1,0,409
2015,1,21,3,DL,10397,"Atlanta, GA",12992,"Little Rock, AR",1605,1643,0,0,0,453
2015,1,21,3,DL,12992,"Little Rock, AR",10397,"Atlanta, GA",1725,2000,0,0,0,453
2015,1,21,3,DL,12889,"Las Vegas, NV",13487,"Minneapolis, MN",1612,2119,0,0,0,1299
2015,1,21,3,DL,13851,"Oklahoma City, OK",10397,"Atlanta, GA",600,912,0,0,0,761
2015,1,21,3,DL,15304,"Tampa, FL",13487,"Minneapolis, MN",1420,1650,0,0,0,1306
2015,1,21,3,DL,14747,"Seattle, WA",12478,"New York, NY",2240,644,0,0,0,2422
2015,1,21,3,DL,10257,"Albany, NY",10397,"Atlanta, GA",1237,1526,0,0,0,853
2015,1,21,3,DL,10397,"Atlanta, GA",10257,"Albany, NY",945,1155,0,0,0,853
2015,1,21,3,DL,15304,"Tampa, FL",13487,"Minneapolis, MN",800,1029,0,0,0,1306
2015,1,21,3,DL,13487,"Minneapolis, MN",15304,"Tampa, FL",1751,2207,0,0,0,1306
2015,1,21,3,DL,10397,"Atlanta, GA",14107,"Phoenix, AZ",810,1032,2,0,0,1587
2015,1,21,3,DL,14107,"Phoenix, AZ",10397,"Atlanta, GA",1126,1700,0,0,0,1587
2015,1,21,3,DL,12953,"New York, NY",10397,"Atlanta, GA",659,946,0,0,0,762
2015,1,21,3,DL,11433,"Detroit, MI",12953,"New York, NY",1726,1912,25,1,0,502
2015,1,21,3,DL,13487,"Minneapolis, MN",12889,"Las Vegas, NV",1935,2108,0,0,0,1299
2015,1,21,3,DL,12889,"Las Vegas, NV",12892,"Los Angeles, CA",627,735,0,0,0,236
2015,1,21,3,DL,12889,"Las Vegas, NV",10397,"Atlanta, GA",715,1402,16,1,0,1747
2015,1,21,3,DL,12892,"Los Angeles, CA",10397,"Atlanta, GA",1445,2155,0,0,0,1947
2015,1,21,3,DL,10397,"Atlanta, GA",12892,"Los Angeles, CA",1117,1325,0,0,0,1947
2015,1,21,3,DL,11193,"Cincinnati, OH",10397,"Atlanta, GA",930,1117,0,0,0,373
2015,1,21,3,DL,14869,"Salt Lake City, UT",14747,"Seattle, WA",2050,2204,0,0,0,689
2015,1,21,3,DL,12892,"Los Angeles, CA",15304,"Tampa, FL",1200,1924,0,0,0,2158
2015,1,21,3,DL,15304,"Tampa, FL",12892,"Los Angeles, CA",804,1030,0,0,0,2158
2015,1,21,3,DL,12892,"Los Angeles, CA",12173,"Honolulu, HI",1445,1837,0,0,0,2556
2015,1,21,3,DL,13487,"Minneapolis, MN",12892,"Los Angeles, CA",1128,1330,0,0,0,1535
2015,1,21,3,DL,10397,"Atlanta, GA",14100,"Philadelphia, PA",1110,1310,0,0,0,666
2015,1,21,3,DL,14100,"Philadelphia, PA",10397,"Atlanta, GA",1400,1621,0,0,0,666
2015,1,21,3,DL,11433,"Detroit, MI",14100,"Philadelphia, PA",1402,1546,7,0,0,453
2015,1,21,3,DL,14100,"Philadelphia, PA",11433,"Detroit, MI",1711,1905,2,0,0,453
2015,1,21,3,DL,14635,"Fort Myers, FL",11433,"Detroit, MI",1800,2058,7,0,0,1084
2015,1,21,3,DL,10397,"Atlanta, GA",14492,"Raleigh/Durham, NC",1250,1410,0,0,0,356
2015,1,21,3,DL,14492,"Raleigh/Durham, NC",10397,"Atlanta, GA",1451,1626,0,0,0,356
2015,1,21,3,DL,11433,"Detroit, MI",10693,"Nashville, TN",2140,2229,0,0,0,456
2015,1,21,3,DL,12892,"Los Angeles, CA",14492,"Raleigh/Durham, NC",1150,1937,0,0,0,2239
2015,1,21,3,DL,10397,"Atlanta, GA",14679,"San Diego, CA",2050,2246,0,0,0,1892
2015,1,21,3,DL,15096,"Syracuse, NY",10397,"Atlanta, GA",545,835,0,0,0,794
2015,1,21,3,DL,10397,"Atlanta, GA",15016,"St. Louis, MO",956,1047,0,0,0,484
2015,1,21,3,DL,15016,"St. Louis, MO",10397,"Atlanta, GA",1127,1401,0,0,0,484
2015,1,21,3,DL,10397,"Atlanta, GA",10874,"Akron, OH",2050,2233,0,0,0,528
2015,1,21,3,DL,10397,"Atlanta, GA",15304,"Tampa, FL",831,954,0,0,0,406
2015,1,21,3,DL,15304,"Tampa, FL",10397,"Atlanta, GA",1045,1221,0,0,0,406
2015,1,21,3,DL,13204,"Orlando, FL",13487,"Minneapolis, MN",745,1019,0,0,0,1310
2015,1,21,3,DL,12339,"Indianapolis, IN",10397,"Atlanta, GA",705,903,0,0,0,432
2015,1,21,3,DL,12892,"Los Angeles, CA",13495,"New Orleans, LA",820,1406,0,0,0,1670
2015,1,21,3,DL,13495,"New Orleans, LA",12892,"Los Angeles, CA",1950,2215,0,0,0,1670
2015,1,21,3,DL,14635,"Fort Myers, FL",11433,"Detroit, MI",1135,1431,0,0,0,1084
2015,1,21,3,DL,10397,"Atlanta, GA",12889,"Las Vegas, NV",1910,2049,10,0,0,1747
2015,1,21,3,DL,12892,"Los Angeles, CA",11193,"Cincinnati, OH",1215,1924,0,0,0,1900
2015,1,21,3,DL,10397,"Atlanta, GA",13871,"Omaha, NE",1530,1703,0,0,0,821
2015,1,21,3,DL,13871,"Omaha, NE",10397,"Atlanta, GA",1744,2057,0,0,0,821
2015,1,21,3,DL,10721,"Boston, MA",11433,"Detroit, MI",850,1118,0,0,0,632
2015,1,21,3,DL,10397,"Atlanta, GA",14576,"Rochester, NY",1454,1702,0,0,0,749
2015,1,21,3,DL,14576,"Rochester, NY",10397,"Atlanta, GA",1745,2013,0,0,0,749
2015,1,21,3,DL,12953,"New York, NY",13204,"Orlando, FL",1829,2142,26,1,0,950
2015,1,21,3,DL,10397,"Atlanta, GA",12953,"New York, NY",1345,1600,0,0,0,762
2015,1,21,3,DL,10397,"Atlanta, GA",13198,"Kansas City, MO",2000,2117,0,0,0,692
2015,1,21,3,DL,13577,"Myrtle Beach, SC",10397,"Atlanta, GA",650,819,0,0,0,317
2015,1,21,3,DL,11697,"Fort Lauderdale, FL",10397,"Atlanta, GA",1145,1350,0,0,0,581
2015,1,21,3,DL,11057,"Charlotte, NC",10397,"Atlanta, GA",745,910,0,0,0,226
2015,1,21,3,DL,14679,"San Diego, CA",10397,"Atlanta, GA",645,1350,0,0,0,1892
2015,1,21,3,DL,13342,"Milwaukee, WI",13487,"Minneapolis, MN",1700,1828,0,0,0,297
2015,1,21,3,DL,13487,"Minneapolis, MN",13342,"Milwaukee, WI",1509,1625,0,0,0,297
2015,1,21,3,DL,10397,"Atlanta, GA",15370,"Tulsa, OK",2034,2149,10,0,0,674
2015,1,21,3,DL,14843,"San Juan, PR",10397,"Atlanta, GA",1640,1944,0,0,0,1547
2015,1,21,3,DL,13487,"Minneapolis, MN",12953,"New York, NY",1920,2257,0,0,0,1020
2015,1,21,3,DL,14100,"Philadelphia, PA",13487,"Minneapolis, MN",1634,1839,15,1,0,980
2015,1,21,3,DL,12451,"Jacksonville, FL",10397,"Atlanta, GA",530,640,0,0,0,270
2015,1,21,3,DL,10397,"Atlanta, GA",14122,"Pittsburgh, PA",1100,1245,0,0,0,526
2015,1,21,3,DL,13487,"Minneapolis, MN",12339,"Indianapolis, IN",1938,2220,47,1,0,503
2015,1,21,3,DL,10721,"Boston, MA",10397,"Atlanta, GA",820,1127,0,0,0,946
2015,1,21,3,DL,12889,"Las Vegas, NV",10397,"Atlanta, GA",600,1248,0,0,0,1747
2015,1,21,3,DL,13495,"New Orleans, LA",13487,"Minneapolis, MN",1530,1815,0,0,0,1039
2015,1,21,3,DL,11433,"Detroit, MI",11697,"Fort Lauderdale, FL",720,1040,0,0,0,1127
2015,1,21,3,DL,11697,"Fort Lauderdale, FL",11433,"Detroit, MI",1130,1441,0,0,0,1127
2015,1,21,3,DL,10397,"Atlanta, GA",12217,"Huntsville, AL",1342,1336,0,0,0,151
2015,1,21,3,DL,12217,"Huntsville, AL",10397,"Atlanta, GA",1412,1614,0,0,0,151
2015,1,21,3,DL,12191,"Houston, TX",10397,"Atlanta, GA",1809,2105,7,0,0,696
2015,1,21,3,DL,10397,"Atlanta, GA",10994,"Charleston, SC",1931,2040,0,0,0,259
2015,1,21,3,DL,10713,"Boise, ID",13487,"Minneapolis, MN",520,915,0,0,0,1142
2015,1,21,3,DL,13487,"Minneapolis, MN",11292,"Denver, CO",1425,1535,7,0,0,680
2015,1,21,3,DL,11292,"Denver, CO",11433,"Detroit, MI",610,1116,21,1,0,1123
2015,1,21,3,DL,11433,"Detroit, MI",11292,"Denver, CO",1545,1713,8,0,0,1123
2015,1,21,3,DL,10397,"Atlanta, GA",13930,"Chicago, IL",1345,1450,9,0,0,606
2015,1,21,3,DL,10397,"Atlanta, GA",12339,"Indianapolis, IN",1205,1336,3,0,0,432
2015,1,21,3,DL,12339,"Indianapolis, IN",10397,"Atlanta, GA",1417,1558,0,0,0,432
2015,1,21,3,DL,12992,"Little Rock, AR",10397,"Atlanta, GA",710,950,0,0,0,453
2015,1,21,3,DL,13487,"Minneapolis, MN",14893,"Sacramento, CA",1945,2143,0,0,0,1517
2015,1,21,3,DL,11292,"Denver, CO",10397,"Atlanta, GA",800,1305,3,0,0,1199
2015,1,21,3,DL,10397,"Atlanta, GA",12191,"Houston, TX",1315,1438,0,0,0,696
2015,1,21,3,DL,12191,"Houston, TX",10397,"Atlanta, GA",1517,1814,0,0,0,696
2015,1,21,3,DL,13204,"Orlando, FL",10397,"Atlanta, GA",720,906,0,0,0,404
2015,1,21,3,DL,12953,"New York, NY",13487,"Minneapolis, MN",1630,1901,0,0,0,1020
2015,1,21,3,DL,13871,"Omaha, NE",13487,"Minneapolis, MN",645,805,0,0,0,282
2015,1,21,3,DL,11433,"Detroit, MI",15304,"Tampa, FL",1450,1740,23,1,0,983
2015,1,21,3,DL,11433,"Detroit, MI",10721,"Boston, MA",1725,1922,22,1,0,632
2015,1,21,3,DL,10721,"Boston, MA",11433,"Detroit, MI",1832,2056,0,0,0,632
2015,1,21,3,DL,13487,"Minneapolis, MN",14100,"Philadelphia, PA",1925,2302,0,0,0,980
2015,1,21,3,DL,10821,"Baltimore, MD",10397,"Atlanta, GA",615,821,0,0,0,577
2015,1,21,3,DL,10397,"Atlanta, GA",11697,"Fort Lauderdale, FL",1510,1705,0,0,0,581
2015,1,21,3,DL,11697,"Fort Lauderdale, FL",10397,"Atlanta, GA",1810,2013,0,0,0,581
2015,1,21,3,DL,10397,"Atlanta, GA",11697,"Fort Lauderdale, FL",845,1040,0,0,0,581
2015,1,21,3,DL,13495,"New Orleans, LA",11433,"Detroit, MI",1116,1448,0,0,0,926
2015,1,21,3,DL,14570,"Reno, NV",14869,"Salt Lake City, UT",1207,1426,0,0,0,422
2015,1,21,3,DL,14869,"Salt Lake City, UT",14570,"Reno, NV",1100,1127,0,0,0,422
2015,1,21,3,DL,10397,"Atlanta, GA",14683,"San Antonio, TX",2104,2248,0,0,0,874
2015,1,21,3,DL,14869,"Salt Lake City, UT",12892,"Los Angeles, CA",1648,1745,0,0,0,590
2015,1,21,3,DL,13487,"Minneapolis, MN",13930,"Chicago, IL",657,834,21,1,0,334
2015,1,21,3,DL,13930,"Chicago, IL",13487,"Minneapolis, MN",914,1051,0,0,0,334
2015,1,21,3,DL,10397,"Atlanta, GA",12191,"Houston, TX",810,929,0,0,0,696
2015,1,21,3,DL,12191,"Houston, TX",10397,"Atlanta, GA",1008,1304,0,0,0,696
2015,1,21,3,DL,14747,"Seattle, WA",14869,"Salt Lake City, UT",600,859,0,0,0,689
2015,1,21,3,DL,14869,"Salt Lake City, UT",10849,"Bozeman, MT",1705,1826,0,0,0,347
2015,1,21,3,DL,10821,"Baltimore, MD",11433,"Detroit, MI",1921,2059,24,1,0,409
2015,1,21,3,DL,11433,"Detroit, MI",10821,"Baltimore, MD",1707,1845,41,1,0,409
2015,1,21,3,DL,10397,"Atlanta, GA",11278,"Washington, DC",1920,2104,0,0,0,547
2015,1,21,3,DL,11278,"Washington, DC",10397,"Atlanta, GA",1259,1502,0,0,0,547
2015,1,21,3,DL,10397,"Atlanta, GA",11433,"Detroit, MI",1050,1256,0,0,0,594
2015,1,21,3,DL,10397,"Atlanta, GA",14683,"San Antonio, TX",825,1014,0,0,0,874
2015,1,21,3,DL,14683,"San Antonio, TX",10397,"Atlanta, GA",1058,1413,4,0,0,874
2015,1,21,3,DL,10397,"Atlanta, GA",10874,"Akron, OH",1516,1700,0,0,0,528
2015,1,21,3,DL,10874,"Akron, OH",10397,"Atlanta, GA",1740,1939,18,1,0,528
2015,1,21,3,DL,11433,"Detroit, MI",11618,"Newark, NJ",1356,1549,9,0,0,488
2015,1,21,3,DL,11637,"Fargo, ND",13487,"Minneapolis, MN",702,823,0,0,0,223
2015,1,21,3,DL,11433,"Detroit, MI",11292,"Denver, CO",1226,1400,16,1,0,1123
2015,1,21,3,DL,14107,"Phoenix, AZ",10397,"Atlanta, GA",45,607,0,0,0,1587
2015,1,21,3,DL,12953,"New York, NY",10397,"Atlanta, GA",759,1051,0,0,0,762
2015,1,21,3,DL,10397,"Atlanta, GA",13232,"Chicago, IL",1025,1129,0,0,0,591
2015,1,21,3,DL,13232,"Chicago, IL",10397,"Atlanta, GA",1205,1505,0,0,0,591
2015,1,21,3,DL,12889,"Las Vegas, NV",10397,"Atlanta, GA",1344,2034,0,0,0,1747
2015,1,21,3,DL,11433,"Detroit, MI",13487,"Minneapolis, MN",822,939,0,0,0,528
2015,1,21,3,DL,12889,"Las Vegas, NV",13487,"Minneapolis, MN",1335,1850,0,0,0,1299
2015,1,21,3,DL,13487,"Minneapolis, MN",12889,"Las Vegas, NV",1120,1253,0,0,0,1299
2015,1,21,3,DL,10397,"Atlanta, GA",11057,"Charlotte, NC",1240,1350,4,0,0,226
2015,1,21,3,DL,10397,"Atlanta, GA",12217,"Huntsville, AL",2206,2205,0,0,0,151
2015,1,21,3,DL,12892,"Los Angeles, CA",10397,"Atlanta, GA",1335,2046,0,0,0,1947
2015,1,21,3,DL,10397,"Atlanta, GA",12892,"Los Angeles, CA",1220,1428,0,0,0,1947
2015,1,21,3,DL,10397,"Atlanta, GA",12945,"Lexington, KY",2144,2257,0,0,0,304
2015,1,21,3,DL,14869,"Salt Lake City, UT",10397,"Atlanta, GA",710,1250,0,0,0,1590
2015,1,21,3,DL,10397,"Atlanta, GA",11298,"Dallas/Fort Worth, TX",1445,1619,0,0,0,731
2015,1,21,3,DL,14869,"Salt Lake City, UT",13487,"Minneapolis, MN",2000,2326,0,0,0,991
2015,1,21,3,DL,10397,"Atlanta, GA",14100,"Philadelphia, PA",1506,1713,2,0,0,666
2015,1,21,3,DL,14100,"Philadelphia, PA",10397,"Atlanta, GA",1805,2044,36,1,0,666
2015,1,21,3,DL,14679,"San Diego, CA",10397,"Atlanta, GA",810,1512,0,0,0,1892
2015,1,21,3,DL,11278,"Washington, DC",13487,"Minneapolis, MN",1845,2043,0,0,0,931
2015,1,21,3,DL,13487,"Minneapolis, MN",11278,"Washington, DC",1500,1820,0,0,0,931
2015,1,21,3,DL,10397,"Atlanta, GA",14986,"Sarasota/Bradenton, FL",1513,1648,3,0,0,444
2015,1,21,3,DL,12451,"Jacksonville, FL",10397,"Atlanta, GA",630,743,0,0,0,270
2015,1,21,3,DL,10397,"Atlanta, GA",13577,"Myrtle Beach, SC",2102,2209,3,0,0,317
2015,1,21,3,DL,12892,"Los Angeles, CA",13487,"Minneapolis, MN",1510,2048,0,0,0,1535
2015,1,21,3,DL,10397,"Atlanta, GA",13204,"Orlando, FL",1855,2026,0,0,0,404
2015,1,21,3,DL,10397,"Atlanta, GA",10994,"Charleston, SC",815,925,0,0,0,259
2015,1,21,3,DL,10994,"Charleston, SC",10397,"Atlanta, GA",1004,1124,0,0,0,259
2015,1,21,3,DL,13303,"Miami, FL",12478,"New York, NY",1215,1514,0,0,0,1089
2015,1,21,3,DL,11298,"Dallas/Fort Worth, TX",10397,"Atlanta, GA",1200,1503,0,0,0,731
2015,1,21,3,DL,14524,"Richmond, VA",10397,"Atlanta, GA",705,905,0,0,0,481
2015,1,21,3,DL,14869,"Salt Lake City, UT",14057,"Portland, OR",2051,2159,0,0,0,630
2015,1,21,3,DL,10397,"Atlanta, GA",12266,"Houston, TX",1206,1326,1,0,0,689
2015,1,21,3,DL,12266,"Houston, TX",10397,"Atlanta, GA",1406,1702,0,0,0,689
2015,1,21,3,DL,10397,"Atlanta, GA",10693,"Nashville, TN",1340,1344,0,0,0,214
2015,1,21,3,DL,10693,"Nashville, TN",10397,"Atlanta, GA",1430,1638,0,0,0,214
2015,1,21,3,DL,13930,"Chicago, IL",10397,"Atlanta, GA",1530,1832,0,0,0,606
2015,1,21,3,DL,10397,"Atlanta, GA",10821,"Baltimore, MD",1725,1915,0,0,0,577
2015,1,21,3,DL,11433,"Detroit, MI",14122,"Pittsburgh, PA",1950,2103,0,0,0,201
2015,1,21,3,DL,10397,"Atlanta, GA",14771,"San Francisco, CA",1050,1320,0,0,0,2139
2015,1,21,3,DL,14107,"Phoenix, AZ",14869,"Salt Lake City, UT",1230,1410,0,0,0,507
2015,1,21,3,DL,14869,"Salt Lake City, UT",14107,"Phoenix, AZ",830,1015,0,0,0,507
2015,1,21,3,DL,10397,"Atlanta, GA",11298,"Dallas/Fort Worth, TX",725,856,0,0,0,731
2015,1,21,3,DL,14869,"Salt Lake City, UT",12889,"Las Vegas, NV",1135,1200,0,0,0,368
2015,1,21,3,DL,10397,"Atlanta, GA",14831,"San Jose, CA",1959,2221,0,0,0,2116
2015,1,21,3,DL,14831,"San Jose, CA",10397,"Atlanta, GA",2303,629,0,0,0,2116
2015,1,21,3,DL,12953,"New York, NY",13204,"Orlando, FL",1404,1717,0,0,0,950
2015,1,21,3,DL,12953,"New York, NY",10397,"Atlanta, GA",1930,2222,0,0,0,762
2015,1,21,3,DL,13487,"Minneapolis, MN",14679,"San Diego, CA",920,1129,0,0,0,1532
2015,1,21,3,DL,14679,"San Diego, CA",13487,"Minneapolis, MN",1230,1816,0,0,0,1532
2015,1,21,3,DL,10397,"Atlanta, GA",12217,"Huntsville, AL",1510,1512,0,0,0,151
2015,1,21,3,DL,12217,"Huntsville, AL",10397,"Atlanta, GA",1547,1750,0,0,0,151
2015,1,21,3,DL,14869,"Salt Lake City, UT",14771,"San Francisco, CA",2105,2213,0,0,0,599
2015,1,21,3,DL,13487,"Minneapolis, MN",14635,"Fort Myers, FL",1010,1441,2,0,0,1416
2015,1,21,3,DL,10397,"Atlanta, GA",14679,"San Diego, CA",815,1012,0,0,0,1892
2015,1,21,3,DL,14679,"San Diego, CA",10397,"Atlanta, GA",1110,1818,0,0,0,1892
2015,1,21,3,DL,10397,"Atlanta, GA",13930,"Chicago, IL",945,1050,0,0,0,606
2015,1,21,3,DL,13930,"Chicago, IL",10397,"Atlanta, GA",1130,1429,7,0,0,606
2015,1,21,3,DL,10821,"Baltimore, MD",10397,"Atlanta, GA",1630,1837,0,0,0,577
2015,1,21,3,DL,10397,"Atlanta, GA",11066,"Columbus, OH",1421,1553,0,0,0,447
2015,1,21,3,DL,11066,"Columbus, OH",10397,"Atlanta, GA",1636,1820,0,0,0,447
2015,1,21,3,DL,10397,"Atlanta, GA",10529,"Hartford, CT",950,1208,0,0,0,859
2015,1,21,3,DL,10529,"Hartford, CT",10397,"Atlanta, GA",1248,1535,0,0,0,859
2015,1,21,3,DL,12264,"Washington, DC",10397,"Atlanta, GA",700,904,0,0,0,534
2015,1,21,3,DL,11697,"Fort Lauderdale, FL",12953,"New York, NY",1105,1359,0,0,0,1076
2015,1,21,3,DL,11433,"Detroit, MI",10821,"Baltimore, MD",1404,1546,5,0,0,409
2015,1,21,3,DL,12951,"Lafayette, LA",10397,"Atlanta, GA",600,839,0,0,0,503
2015,1,21,3,DL,15304,"Tampa, FL",10397,"Atlanta, GA",620,750,0,0,0,406
2015,1,21,3,DL,11433,"Detroit, MI",15304,"Tampa, FL",1005,1303,2,0,0,983
2015,1,21,3,DL,11433,"Detroit, MI",11697,"Fort Lauderdale, FL",1351,1705,0,0,0,1127
2015,1,21,3,DL,11697,"Fort Lauderdale, FL",11433,"Detroit, MI",1750,2054,0,0,0,1127
2015,1,21,3,DL,14869,"Salt Lake City, UT",14107,"Phoenix, AZ",1400,1535,0,0,0,507
2015,1,21,3,DL,11433,"Detroit, MI",12892,"Los Angeles, CA",840,1100,0,0,0,1979
2015,1,21,3,DL,12892,"Los Angeles, CA",11433,"Detroit, MI",1125,1857,0,0,0,1979
2015,1,21,3,DL,11433,"Detroit, MI",14492,"Raleigh/Durham, NC",1956,2145,2,0,0,501
2015,1,21,3,DL,13487,"Minneapolis, MN",11292,"Denver, CO",910,1023,37,1,0,680
2015,1,21,3,DL,10397,"Atlanta, GA",10693,"Nashville, TN",2250,2253,0,0,0,214
2015,1,21,3,DL,10397,"Atlanta, GA",11298,"Dallas/Fort Worth, TX",944,1119,0,0,0,731
2015,1,21,3,DL,10397,"Atlanta, GA",11973,"Gulfport/Biloxi, MS",825,849,0,0,0,352
2015,1,21,3,DL,11973,"Gulfport/Biloxi, MS",10397,"Atlanta, GA",930,1144,0,0,0,352
2015,1,21,3,DL,13487,"Minneapolis, MN",15304,"Tampa, FL",1320,1726,0,0,0,1306
2015,1,21,3,DL,15304,"Tampa, FL",13487,"Minneapolis, MN",1822,2051,0,0,0,1306
2015,1,21,3,DL,10397,"Atlanta, GA",14635,"Fort Myers, FL",1927,2109,0,0,0,515
2015,1,21,3,DL,13204,"Orlando, FL",13487,"Minneapolis, MN",1405,1639,0,0,0,1310
2015,1,21,3,DL,13487,"Minneapolis, MN",13204,"Orlando, FL",920,1342,0,0,0,1310
2015,1,21,3,DL,12953,"New York, NY",13495,"New Orleans, LA",1700,1949,0,0,0,1183
2015,1,21,3,DL,13204,"Orlando, FL",12478,"New York, NY",1208,1439,0,0,0,944
2015,1,21,3,DL,13930,"Chicago, IL",13487,"Minneapolis, MN",1719,1852,1,0,0,334
2015,1,21,3,DL,13204,"Orlando, FL",10397,"Atlanta, GA",830,1013,0,0,0,404
2015,1,21,3,DL,11433,"Detroit, MI",12892,"Los Angeles, CA",1200,1410,0,0,0,1979
